"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"8185","숭인로13길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.679"
"8186","숭인로16가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.679"
"8187","숭인로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.679"
"8188","숭인로2길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.679"
"8189","숭인로3길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.679"
"8190","숭인로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.679"
"8191","숭인로7가길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:05.683"
"8192","숭인로7길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.683"
"8193","숭인로7나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.683"
"8194","숭인로8길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:05.683"
"8195","숯골길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.683"
"8196","승방10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.683"
"8197","승방1길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.683"
"8198","승방2길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.683"
"8199","승방3가길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.683"
"8200","승방3길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.683"
"8201","승방3나길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.688"
"8202","승방4길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.688"
"8203","승방6길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.688"
"8204","승방7길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.688"
"8205","승방9길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.688"
"8206","승방길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.688"
"8207","시루봉로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.688"
"8208","시루봉로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.688"
"8209","시루봉로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.688"
"8210","시루봉로13가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.688"
"8211","시루봉로13길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8212","시루봉로15가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8213","시루봉로15길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8214","시루봉로15나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8215","시루봉로15다길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.693"
"8216","시루봉로15라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8217","시루봉로15마길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8218","시루봉로15바길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8219","시루봉로15아길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8220","시루봉로15자길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.693"
"8221","시루봉로17가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8222","시루봉로17길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8223","시루봉로19길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8224","시루봉로1길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8225","시루봉로21길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8226","시루봉로22길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8227","시루봉로23가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8228","시루봉로23길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8229","시루봉로23나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8230","시루봉로23다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.697"
"8231","시루봉로25길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:05.702"
"8232","시루봉로27가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.702"
"8233","시루봉로27길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.702"
"8234","시루봉로27나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.702"
"8235","시루봉로29길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.702"
"8236","시루봉로2길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:05.702"
"8237","시루봉로5길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:05.702"
"8238","시루봉로6길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:05.702"
"8239","시흥~독산본선","일반도로","보조간선도로","중로2류","폭15-20m","2026-01-22 11:18:05.702"
"8240","시흥~신림선","일반도로","보조간선도로","중로1류","폭20-25m","2026-01-22 11:18:05.702"
"8241","시흥~중림선","일반도로","주간선도로","대로1류","폭35-40m","2026-01-22 11:18:05.706"
"8242","시흥대로","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.706"
"8243","시흥대로100길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.706"
"8244","시흥대로101길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.706"
"8245","시흥대로102길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.706"
"8246","시흥대로103길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.706"
"8247","시흥대로104가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.706"
"8248","시흥대로104길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.706"
"8249","시흥대로104나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.706"
"8250","시흥대로104다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.706"
"8251","시흥대로105길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.711"
"8252","시흥대로106길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.711"
"8253","시흥대로10길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:05.711"
"8254","시흥대로110길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.711"
"8255","시흥대로112길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.711"
"8256","시흥대로114길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:05.711"
"8257","시흥대로115길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:05.711"
"8258","시흥대로116길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.711"
"8259","시흥대로118길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.711"
"8260","시흥대로120길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.711"
"8261","시흥대로122길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.716"
"8262","시흥대로123길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.716"
"8263","시흥대로124길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.716"
"8264","시흥대로126길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.716"
"8265","시흥대로128길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.716"
"8266","시흥대로12길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.716"
"8267","시흥대로130길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.716"
"8268","시흥대로134길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.716"
"8269","시흥대로136길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.716"
"8270","시흥대로138길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.716"
"8271","시흥대로139길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:05.72"
"8272","시흥대로140길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.72"
"8273","시흥대로141길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.72"
"8274","시흥대로142길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.72"
"8275","시흥대로143길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.72"
"8276","시흥대로144길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.72"
"8277","시흥대로145길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.72"
"8278","시흥대로146길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.72"
"8279","시흥대로147길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.72"
"8280","시흥대로148길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.72"
"8281","시흥대로149가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.725"
"8282","시흥대로149길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.725"
"8283","시흥대로14길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.725"
"8284","시흥대로150길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.725"
"8285","시흥대로151길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.725"
"8286","시흥대로152길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.725"
"8287","시흥대로153길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.725"
"8288","시흥대로158가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.725"
"8289","시흥대로158길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.725"
"8290","시흥대로160길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.725"
"8291","시흥대로161가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.73"
"8292","시흥대로161길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.73"
"8293","시흥대로162길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.73"
"8294","시흥대로163길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.73"
"8295","시흥대로164길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.73"
"8296","시흥대로166길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.73"
"8297","시흥대로16길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.73"
"8298","시흥대로173길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:05.73"
"8299","시흥대로175가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.73"
"8300","시흥대로175길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.73"
"8301","시흥대로177길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.735"
"8302","시흥대로17길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.735"
"8303","시흥대로181길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.735"
"8304","시흥대로183길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.735"
"8305","시흥대로185길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.735"
"8306","시흥대로187길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.735"
"8307","시흥대로18길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.735"
"8308","시흥대로20길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:05.735"
"8309","시흥대로22길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.735"
"8310","시흥대로24길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.735"
"8311","시흥대로26길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.74"
"8312","시흥대로27길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.74"
"8313","시흥대로28길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.74"
"8314","시흥대로2가길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.74"
"8315","시흥대로2길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.74"
"8316","시흥대로2나길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.74"
"8317","시흥대로30길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.74"
"8318","시흥대로32길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.74"
"8319","시흥대로34길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.74"
"8320","시흥대로36길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:05.74"
"8321","시흥대로37길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.745"
"8322","시흥대로38길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:05.745"
